,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
3693,바이든,대선승리,최전선,117일
3694,구체화,종속국가,부장,결정을
3695,불만,김동만,이광후,분쟁
3696,오석준,당선자,상생,브리핑룸
3697,180도,아리스토텔레스,전문가위원회,5만
3698,마이크,장교,정부효율부,서울대
3699,청년문화공간JU동교동,반역,박빙,혹한
3700,토허제,4.0%,창조,인천광역시
3701,경기지사직,터미네이터,탄핵소추인,활동명
3702,총재,주심,적자,줄타기
3703,운영위원장,5개,에드먼드,모르쇠
3704,연평해전,이코노미스트지,탄핵결정권,서열
3705,업자들,일상화,벽면,법정의견
3706,국민감사청구,마찰,수용시설,이혜리
3707,뒷바라지,19명,원씩,36일
3708,대미,시피,하얏트,GD
3709,인사혁신처,백인,당선무효,자유무역
3710,치외법권,선회,공헌,1213조
3711,여럿,호박,폐기물,60일
3712,실태,一强,국회의,풍토
3713,에리트레아,뉴딜펀드,사주,경직
3714,침공,거제,김성태,체육복
3715,주변,프로젝트,당위,34대
3716,복합,세분,한칼,나라들
3717,레토릭,조기수령자,44회,52시간
3718,부속,경기도민,모라토리엄,민주항쟁
3719,공수,압박,추념일,공장
3720,난색,도식적,주유소,표기
3721,비전문적,장군들,15년,50만
3722,정책처,국무총리직,27년,예비적
3723,변명조,시위대,국가주의적,금기어
3724,유항섭,뒷걸음질,연합정치,모멸
3725,우후죽순,기부금,삼산동,1~2
3726,영화인,군대,어퍼컷,14건
3727,아나운서,햇볕,발제문,플라스틱
3728,실종,비평,민가,섭외
3729,핵정책,이종구,정무보좌관,긴급조치권
3730,경복궁,삿대,집중투표제,특수성
3731,매일,조엔,입학,당사자들
3732,브런슨,차악,규합,요소
3733,진리,인력,인천경찰청,선거관리사무
3734,동맹,충청권역,전지예씨,침공
3735,부모들,1.8배,종지부,요구사항
3736,연금제도,최강,학력별,뻐꾸기
3737,측근,데이,상장,육군참모총장
3738,대도시권,박성민,논설위원,그어
3739,이슈,국정감사,총사령관,장기복무
3740,문건,소굴,68일,효용
3741,500여,독재자,최경윤,독무대
3742,헬기,장년,연구원장,편의
3743,생산,반공교육,촛불,호헌세력
3744,논점,특수,미봉책,의회정치
3745,노멀,톰슨,사자후,주안점
3746,동아태,정치폭력,차관급,휴직자
3747,파이팅,국립서울현충원,성역,재가
3748,추도식,목회,부재주,적군
3749,68%,善處,비서,데이
3750,지방선거,Bio,말대꾸,자유당
3751,실사격,그땐,종전,임재
3752,당력,기후,탄핵사건,청구
3753,경찰청,노동,며칠,한국부동산원
3754,이튿날,한국노총,제보자,추이
3755,도시락,본산,17.01,외압
3756,1.03%,보관,완산구,회귀
3757,당대,5선,허용,장관감
3758,교역,순국영령,수원시,애당초
3759,치부,쟁의,거버넌스,국가폭력피
3760,동화,십상,합의안,효율화
3761,0명,분출,국무위원,중소도시
3762,곤욕,물결,재임,풍경
3763,방도,사무실,참혹,조정실장
3764,문턱,역설,태평양,통상교섭본부장
3765,재앙,자각,경찰청,새천년민주당
3766,이경규,4개,25.1%,판결돋보기
3767,폭주,고급,안가,필수불가결
3768,거래법,기후공약,연금제도,개발1처장
3769,소수의견,한시적,커피,통일운동
3770,구역,상향,정책수단,반헌법
3771,훈령,47.8%,명의,짬짜미
3772,체계화,턱걸,허가,객관성
3773,scenes,해제,위선,1박
3774,철폐,건물,임종석,가맹사업법
3775,매불쇼,Getting,소실,증세론자
3776,유야무야,관행,경영,사회자
3777,민주파출소,모병제,인권위원장,실익
3778,중앙청,서민들,사냥,조성
3779,후원,외벌,분배,재보궐선거
3780,저질,7개,추념식장,내향인
3781,공시,안착,시멀,더체
3782,외설,제보들,뉴딜,빌미
3783,헌법기구,이슈화,언질,탈플라스틱
3784,영세중립국,법학자,정치체계,규탄
3785,유수,아담,천막,크레딧
3786,2017.,독립,수사본부,자멸
3787,의도,초거대,당내,북한판
3788,106억,80년대,전체회의,국토
3789,출현,지리,메테,부재자
3790,첨병,후반,어린이,국립
3791,현충탑,통계적,슴지,비례대표
3792,밀실,도시공학,변론기일,방위세
3793,영장주의,종사자,선악,김위상
3794,원사,대장동,한국사회책임투자포럼,추인
3795,법조,배후,원거리,군사전략서
3796,민주노총,냉전,소유자,내치
3797,민노당,중앙무대,공문,더민주전국혁신회의
3798,배임,추궁,정통역학,미이행
3799,군인,거품,헌법재판소법,선순환
3800,노태우,해양과학기지,신상발언,형국
3801,숙달,폭탄선언,파업대회,이성적
3802,태재,이재명이,국무위원들,본투표함
3803,good,김소희,CBS,김석우
3804,우롱,충심,중소,국조
3805,정무부시장,지속적,경북북동산지,둔덕
3806,연합군,故人,거죠,선거인
3807,R&D,공천관리위원회,진상규명,사무실
3808,개악,에너지고속도로,석탄투자,대패
3809,18조,평소,연금개혁특별위원장,정책본부장
3810,디스토피아,4.42%,선별,선호도
3811,아랍,함성,소득층,상설
3812,1965~68년,북스,한국독립영화협회,점심
3813,후임자,적폐청산,감세당,대구시의회
3814,13차례,이력,여객들,89.21%
3815,몰지각,35.9%,중년여성,통계법
3816,유럽인권재판소,고위급,군포,국외
3817,3년,하위직,폭설,선조
3818,보건복지위,오프라,미래세,국정혼란기
3819,급속,보도,승용차,미국발
3820,기재위원장,추수,공소,뿌리
3821,솔로몬왕,5000억,응원봉,수련권
3822,걸프전,뒷감당,행정권력,조사처
3823,재개,83.97%,체결,淨水
3824,엄벌,송승종,KPI뉴스,청사진
3825,3위,선장,박태호,정책기획
3826,직무감찰대상,비축,촉발설,사실성
3827,120여,고율,13회,쿠키
3828,병장,실력자,7개월,메인
3829,남동생,노연홍,인천시민촛불,50.9%
3830,817일,범야권,유골,육군성
3831,물망,제3,불산입,구성요건
3832,정혜경,기기,탈취,외곽
3833,열사,활약,교사,48.5
3834,수단,선진화법,파기,투쟁력
3835,해양수산,대표성,맞대결,미디어데이
3836,모국,1TV,한서대,14.8%
3837,집유,安寧,선포일,성남분당갑
3838,조서들,독단적,국제인권법연구회,영국
3839,차렷,악학궤범,준동,20만
3840,밀반입,부도덕,주조,주말쯤
3841,급변,12.33%,병X,형사법
3842,1951년,2007년,SCL,오토랜드
3843,서울대병원,61세,정직,무효표
3844,150m가량,리조트,일례,광운대
3845,주총,花童,SBS,교섭
3846,유월임,격전,1소위원회,리더
3847,필리핀,Important,민주화,인위적
3848,퇴직연금,Soft,모양,매김
3849,천재현,확장성,간부들,김진아
3850,조선중앙통신,인제,안도감,대선국면
3851,박지원,초원,김민지씨,나위
3852,빈곤,80년,법망,도로
3853,폐기,간첩법,변호사법,교회
3854,차장,유엔기후정상화상회의,타이이스타젯,중심상권
3855,단임,기본소득,여유분,자석
3856,보건,육성전략,징계조치,자유통
3857,동성애자,특조위,순차적,시민의회
3858,국민미래개헌자문위원회,평온,수익원,법사
3859,전량,제이크,5가지,안도
3860,세종시,이윤,https://www.khan.co.kr/article/202502232123015/NUrl,회송
3861,무기노동교화,후원자,견해들,방도
3862,증원분,11%,1~3단계,의료대란
3863,쿠웨이트,백악관,강연,국민께
3864,만행,콘돌리자,실질협력,진흥
3865,조금씩,친동생,상한,대상들
3866,당구장,대규모,보키,퀴어축제
3867,FDR,패널티,강국,공로자
3868,17곳,시민들,델리오,유선전화면접
3869,A.,강압,확성기,미터
3870,KBS라디오,유로,허태정,빈틈
3871,마포,디자인,차장검사,원론
3872,국민연금법,대타협,2가지,자신도
3873,분쯤,성남도시개발공사,우방,세종서
3874,보안계획,상진스님,보호막들,후회
3875,임종헌,기록적,정무직,혼용
3876,공청회,전광훈,추위,어시장
3877,식품,국가인공지능위원회,대전역,10만
3878,대리,2개,사옥,장전
3879,7대,서울중앙지검,1970년대,자극
3880,중사,본전,젠더,소방
3881,성장률,특보단장,타날,공존도
3882,이씨,순직,선도국,정연우
3883,교통,소탕,황금폰,관전
3884,결의,한국농촌경제연구원,사회안전망,중앙정보부장
3885,정당들,감독,부정적,신성범
3886,실책,7시,22.1%,출발
3887,빈소,한몫,가스,상태고
3888,가스,소셜,개딸,민변
3889,모범,39세,가택,주유
3890,뇌물죄,불가,장용근,아웃
3891,생존자,투표지,28일,엔비디아
3892,연간,일요,강기정,추모행사
3893,혼재,정오쯤,즉흥적,106쪽
3894,금남로,군복,142가구,몸싸움
3895,불공정,반걸음,40여명,고독
3896,유홍림,30조,전제하,무안
3897,상황들,교습,암종,김태일
3898,가결표,후보적합,기권자,하급심
3899,회의록,범민련,진로,마지노선
3900,시민분,설계실,실사격,나토
3901,장샤오융,화력,직업군,147개국
3902,유리,외환죄,2%포인트,불법행위
3903,펀딩,脫亞入歐,비상등,서울지하철
3904,미디어,마이너리티,조규홍,행안위
3905,희비,國益,국정조사,일순간
3906,조폭,이동,공무집행,독주체제
3907,KOGA,비상수단,점곡체육회관,중의
3908,남매,공소사실,저력,명복
3909,시국,정부청사,국립외교원,재무
3910,점령군,딥페이크,3시간,67차례
3911,자체적,연기금,엄태영,건강보험료
3912,연금폭거,장내,국무회의록,안쪽
3913,반대급부,빈말,사력,알래스카
3914,관행화,정찰위성,통신,동거
3915,최저임금제,남발,G2,한병도
3916,상임위원장들,불빛,연행,인력구조
3917,국무총리실,실업,결합,근무시간
3918,혹자,경쟁자,정보위원회,허심탄회
3919,초상화,피바람,그땐,민주공
3920,관악,57만,경계심,기관총
3921,41.5%,DNA,용돈,AFP통신
3922,몽니,내림세,여럿,제주시청
3923,청원,영구집권,147명,포천
3924,논박,프로,저마다,해위지부
3925,미온적,부적합,연금지급,인지도
3926,해고,엄포,한동안,의전서열
3927,망국,관용,극우진영,강성국
3928,母數,주기적,삼장씨,2단계
3929,증가,90~95%,의거,제국
3930,송두환,평일,더민초,김정은이
3931,한류,이름값,시절,발전소
3932,통영,해명,명예,신성영
3933,자영업자,시다,피습,바가지
3934,대조,일요일,MBC,공중보건장학제도
3935,민정,긴급현안질의,본청,다각도
3936,경찰국장,나약,국가통합,화면
3937,Division,황태자,따위,램버트
3938,노선,신형,3000만,충원
3939,김태현,김정환,하달,재직기간
3940,이토,대승,행진장소,기성세대들
3941,불기소,신기술,설득력,대장정
3942,외교당국,카니발,기관들,구로구
3943,90도,큰바람,명재고택,대외
3944,능력,동반청산,르파리지앵,수사관
3945,토네이도,헌신짝,1.2%,분수대
3946,도지사,분할,4차,선방
3947,호세프,부천소사,차별금지,간보
3948,선관위원장,철학,살인범,초등학교
3949,장악력,투옥,무위,이제일
3950,국회예산정책처,중앙위원,아나운서들,오버
3951,행군,권한행사,산하,반민주
3952,상대적,압투스캐피털어드바이스,만장일치,사회단체
3953,주역들,강자,낙태죄,c2b
3954,초석,27일,택시,법리적
3955,다음번,퇴출,사교,진폭
3956,부작용,각계각층,퉁지대,비공감
3957,휴식,고려대,팔로십,민낯
3958,이라크전,패션,기본원칙,구멍
3959,비주류,상한,우병우,윤석민
3960,투정,법정이자율,파주시,권한침해
3961,4000명,씨앗,클린턴,이공
3962,대러시아,한탕,쓸모,송도근
3963,영구,심급제,수수방관,고영주
3964,김성훈,강토,타개,사전투표폐지
3965,군수,핵심내용,도돌이표,외부인사
3966,경고등,93분,인요,4883표
3967,저격수,난도질,회원국,대정부질문
3968,일국,시곗바늘,박정연,고문
3969,자랑,里長,중견기업,부적법
3970,파트너,22명,신을사오적,특허법
3971,동역학,부동산,약자들,양승태
3972,결정타,유상증자,특임,而況於人乎
3973,원문,예매,140회,陣民
3974,극명,주관,사달,작당
3975,로텐더,주저,이영진,행정권
3976,방송통신위원회,2012년,일갈,10개월
3977,원상,소추단장,나경원,문화사학
3978,포퓰리즘,현대,노고,뒤처
3979,고용부,게임,조르당,20조
3980,주한미군사령관,임종득,선언문,2012년
3981,먹통,전조,여건,풍찬
3982,서해수호관,양지,역변,취업
3983,진술서,경영학과,32위,변신
3984,우남,로버트,권력자,미달
3985,입수,Automation,명명,고동진
3986,전면적,복지제도,자강,공항
3987,대학,변호사모임,손상,군경투입
3988,실금,바디스,광주시당,희생자
3989,감사위원회,사위,3.04점,총생산
3990,회색지대화,계엄해제요구권,2064년도,70여
3991,오역,방송통신위원회,기념관,새만금33센터
3992,아가리,10~11일,조치사항,구정우
3993,당파적,GHQ,MZ세대,무상공여
3994,음식,궁극,중도비율,석좌
3995,스티브,진력,허벅지,유신시대
3996,텍사스주,관리법,King,여성들
3997,대응책,송전탑들,일쯤,통설
3998,임무대원,14%,물리노,명태균게이트
3999,절차들,이인영,규제혁신,4.0%
4000,대외적,증가,천민자본주의,물류
4001,지탄,득표력,하노이,투자처
4002,시장직,방심,만점,복장
4003,교감,음모,갈증,6대
4004,당면,규율,대기업,응징
4005,소환장,크렘린궁,인상률,합법
4006,국민저항권,기념,정문,5급
4007,모색,뉘앙스,적격,106주년
4008,일시,동경,관용,주일예배
4009,법조계,월드컵경기장,약해,법제도
4010,경북대,사생결단식,반역자,대한민국바로세우기국민운동본부
4011,초조감,개헌추진단,체력보전,입직
4012,캠페인,철도망,1990년대,강성
4013,동료들,암초,친윤석열,순리
4014,사설,일탈,표류,슬로
4015,similar,박정,12%,전달
4016,사조직,3시,이창용,벨트
4017,특검후보자추천위원회,차별적,김보협,2030세대
4018,상권보호,칭찬,무기력,국가투자시대
